profile_id,age_group,gender,location,preferred_genre,average_listening_hours,device_type,music_service
423,55+,Other,Germany,Pop,25.23,Mobile,Apple Music
424,18-24,Non-binary,Japan,Country,29.85,Tablet,Amazon Music
425,55+,Other,Germany,Rock,16.24,Desktop,Amazon Music
426,45-54,Non-binary,Brazil,Hip-Hop,26.04,Mobile,YouTube Music
427,25-34,Female,UK,Country,23.14,Desktop,Spotify
428,35-44,Female,Germany,Pop,22.34,Mobile,YouTube Music
429,18-24,Male,Canada,Jazz,28.29,Tablet,Apple Music
430,25-34,Non-binary,France,Rock,16.48,Tablet,Spotify
431,45-54,Non-binary,Australia,Classical,23.02,Desktop,Spotify
432,18-24,Female,Germany,Rock,6.7,Mobile,Spotify
433,35-44,Male,Japan,Hip-Hop,21.86,Desktop,YouTube Music
434,45-54,Male,Canada,Rock,29.07,Desktop,Apple Music
435,35-44,Female,USA,EDM,13.34,Tablet,YouTube Music
436,18-24,Non-binary,South Korea,Rock,11.76,Desktop,Apple Music
437,25-34,Other,Canada,Jazz,9.24,Desktop,Apple Music
438,18-24,Other,Australia,Pop,29.23,Desktop,Apple Music
439,45-54,Other,Canada,Hip-Hop,21.12,Tablet,Amazon Music
440,25-34,Male,Brazil,Classical,8.91,Mobile,YouTube Music
441,18-24,Other,USA,Jazz,28.3,Mobile,Amazon Music
442,18-24,Non-binary,South Korea,Classical,20.43,Tablet,Spotify
443,55+,Non-binary,India,Pop,10.58,Tablet,Spotify
444,25-34,Other,Germany,Country,13.71,Desktop,Apple Music
445,45-54,Female,Germany,Jazz,6.99,Desktop,Spotify
446,25-34,Male,Germany,EDM,16.37,Desktop,Amazon Music
447,35-44,Male,Japan,EDM,17.0,Tablet,Spotify
448,25-34,Male,Brazil,Hip-Hop,7.39,Desktop,Spotify
449,35-44,Other,Brazil,Classical,10.59,Mobile,Amazon Music
450,35-44,Female,Australia,Rock,12.03,Mobile,YouTube Music
451,35-44,Female,Germany,Metal,22.79,Mobile,Apple Music
452,45-54,Female,Germany,Pop,18.03,Mobile,Amazon Music
453,45-54,Other,India,Pop,9.17,Desktop,YouTube Music
454,45-54,Male,South Korea,EDM,11.87,Desktop,Amazon Music
455,45-54,Male,Germany,EDM,14.51,Mobile,Spotify
456,18-24,Non-binary,UK,Hip-Hop,10.68,Desktop,Spotify
457,25-34,Non-binary,USA,Rock,9.28,Desktop,Spotify
458,25-34,Female,France,EDM,7.47,Desktop,Apple Music
459,35-44,Other,Australia,Classical,14.34,Desktop,YouTube Music
460,55+,Non-binary,Canada,Hip-Hop,7.02,Desktop,Spotify
461,45-54,Female,Japan,Metal,18.89,Desktop,YouTube Music
462,55+,Female,USA,Country,9.62,Mobile,Apple Music
463,18-24,Male,France,EDM,20.41,Mobile,Apple Music
464,45-54,Female,Australia,Country,21.89,Tablet,YouTube Music
465,35-44,Female,UK,Hip-Hop,21.27,Tablet,YouTube Music
466,25-34,Female,France,Jazz,5.82,Mobile,Spotify
467,35-44,Male,Brazil,Pop,11.09,Mobile,Apple Music
468,35-44,Female,Australia,Pop,25.16,Desktop,Amazon Music
469,55+,Female,USA,Hip-Hop,26.61,Desktop,Amazon Music
470,18-24,Female,Canada,Metal,6.99,Tablet,Spotify
471,25-34,Male,Canada,EDM,24.31,Desktop,Amazon Music
472,55+,Female,Japan,Jazz,21.22,Desktop,Spotify
473,25-34,Other,Canada,Classical,15.83,Tablet,YouTube Music
474,18-24,Female,South Korea,Country,10.28,Mobile,Amazon Music
475,45-54,Other,France,Rock,17.96,Mobile,YouTube Music
476,55+,Non-binary,France,Hip-Hop,22.7,Tablet,Spotify
477,18-24,Female,USA,Metal,29.89,Mobile,Amazon Music
478,35-44,Other,Japan,Jazz,13.78,Tablet,Amazon Music
479,45-54,Male,USA,Country,19.22,Mobile,Spotify
480,25-34,Other,Japan,Classical,27.81,Mobile,YouTube Music
481,18-24,Male,UK,Jazz,7.89,Desktop,Amazon Music
482,18-24,Male,Brazil,EDM,27.85,Desktop,Amazon Music
483,55+,Female,USA,Rock,19.4,Desktop,YouTube Music
484,45-54,Female,Canada,Country,18.94,Desktop,YouTube Music
485,55+,Non-binary,Brazil,Rock,9.51,Desktop,YouTube Music
486,18-24,Other,Germany,Pop,15.27,Desktop,YouTube Music
487,35-44,Male,UK,Rock,25.29,Tablet,YouTube Music
488,25-34,Other,France,Metal,26.24,Desktop,Spotify
489,25-34,Male,Germany,Metal,10.32,Mobile,Apple Music
490,55+,Male,South Korea,Classical,28.74,Tablet,Amazon Music
491,25-34,Other,South Korea,Jazz,29.45,Desktop,Apple Music
492,25-34,Non-binary,India,Country,17.5,Desktop,Apple Music
493,25-34,Other,Australia,Metal,11.59,Desktop,Apple Music
494,45-54,Female,India,Classical,22.46,Desktop,Spotify
495,25-34,Male,Australia,Classical,22.71,Mobile,Amazon Music
496,18-24,Male,France,Country,25.66,Mobile,Apple Music
497,35-44,Other,Brazil,Rock,7.39,Desktop,Apple Music
498,35-44,Female,Australia,Classical,26.43,Mobile,Apple Music
499,55+,Male,Germany,Metal,5.23,Desktop,Spotify
500,35-44,Other,Australia,Rock,28.18,Mobile,Apple Music
501,25-34,Other,France,Classical,11.92,Desktop,Amazon Music
502,18-24,Male,UK,Jazz,28.47,Tablet,Spotify
503,45-54,Non-binary,South Korea,Metal,25.06,Desktop,Amazon Music
504,35-44,Male,USA,Country,23.22,Desktop,Apple Music
505,18-24,Male,USA,Metal,26.0,Desktop,Amazon Music
506,55+,Female,Japan,Pop,16.93,Desktop,Amazon Music
507,45-54,Female,Japan,Jazz,14.47,Desktop,YouTube Music
508,35-44,Male,Japan,Jazz,14.61,Desktop,Amazon Music
509,18-24,Other,USA,Rock,28.75,Mobile,YouTube Music
510,25-34,Non-binary,Canada,Country,9.79,Desktop,Spotify
511,18-24,Female,France,Rock,27.66,Mobile,YouTube Music
512,25-34,Other,Germany,Jazz,25.87,Tablet,Apple Music
513,45-54,Female,USA,Country,26.41,Tablet,YouTube Music
514,18-24,Male,Australia,Jazz,27.37,Desktop,Apple Music
515,45-54,Male,South Korea,Metal,20.23,Tablet,Apple Music
516,25-34,Male,South Korea,Jazz,27.81,Tablet,YouTube Music
517,18-24,Other,France,Classical,29.64,Tablet,Amazon Music
518,35-44,Non-binary,South Korea,Hip-Hop,23.5,Tablet,YouTube Music
519,45-54,Female,UK,EDM,18.46,Mobile,Apple Music
520,35-44,Female,Australia,Pop,22.09,Tablet,Spotify
521,25-34,Non-binary,South Korea,Pop,10.0,Mobile,Spotify
522,18-24,Female,Germany,Classical,18.18,Tablet,Spotify
523,25-34,Non-binary,France,Jazz,29.02,Mobile,YouTube Music
524,18-24,Male,France,Rock,20.87,Tablet,Apple Music
525,35-44,Female,Australia,Hip-Hop,6.59,Mobile,YouTube Music
526,25-34,Non-binary,Germany,Rock,11.46,Tablet,Apple Music
527,35-44,Other,Brazil,Country,28.42,Mobile,Apple Music
528,55+,Female,USA,Country,5.83,Desktop,Apple Music
529,25-34,Non-binary,South Korea,Country,21.87,Desktop,Apple Music
530,18-24,Non-binary,Australia,Pop,22.13,Tablet,Spotify
531,45-54,Non-binary,UK,Metal,19.79,Tablet,YouTube Music
532,18-24,Other,Japan,Rock,9.8,Tablet,Apple Music
533,35-44,Other,Australia,Rock,12.93,Tablet,Spotify
534,18-24,Non-binary,Germany,Metal,29.12,Tablet,Apple Music
535,55+,Male,USA,Jazz,20.34,Desktop,Apple Music
536,35-44,Other,India,Hip-Hop,8.46,Mobile,Amazon Music
537,45-54,Female,India,Country,8.02,Mobile,YouTube Music
538,45-54,Non-binary,Brazil,Hip-Hop,24.17,Desktop,YouTube Music
539,25-34,Female,India,Metal,5.47,Tablet,YouTube Music
540,45-54,Male,Germany,Country,9.53,Desktop,Amazon Music
541,45-54,Female,France,Jazz,9.75,Tablet,YouTube Music
542,18-24,Female,Canada,Rock,29.35,Tablet,Spotify
543,25-34,Other,France,EDM,12.25,Mobile,YouTube Music
544,55+,Male,Australia,Metal,20.61,Mobile,Amazon Music
545,55+,Female,Canada,Classical,15.51,Desktop,Spotify
546,18-24,Male,South Korea,Metal,7.86,Desktop,YouTube Music
547,35-44,Female,Germany,Classical,24.19,Desktop,YouTube Music
548,18-24,Female,South Korea,Classical,23.3,Desktop,Spotify
549,55+,Non-binary,UK,Rock,22.0,Desktop,Apple Music
550,35-44,Male,France,Metal,12.86,Tablet,Apple Music
551,55+,Female,France,Rock,28.94,Tablet,YouTube Music
552,45-54,Other,Brazil,Metal,18.84,Mobile,Apple Music
553,55+,Other,South Korea,Classical,11.41,Mobile,Spotify
554,18-24,Other,Brazil,Pop,7.68,Tablet,YouTube Music
555,55+,Female,Brazil,Classical,11.88,Tablet,Apple Music
556,35-44,Other,UK,Pop,16.71,Desktop,Amazon Music
557,25-34,Other,India,Rock,29.6,Desktop,Amazon Music
558,25-34,Male,France,Pop,18.7,Tablet,Apple Music
559,35-44,Male,Canada,Pop,8.05,Mobile,Amazon Music
560,25-34,Other,Brazil,Classical,10.51,Mobile,Spotify
561,35-44,Male,India,Jazz,20.9,Desktop,Spotify
562,25-34,Other,France,EDM,12.91,Desktop,Apple Music
563,35-44,Non-binary,Japan,Country,20.87,Mobile,Apple Music
564,55+,Female,Australia,Jazz,22.44,Tablet,Apple Music
565,25-34,Female,UK,Jazz,17.93,Mobile,YouTube Music
566,55+,Other,Australia,Pop,6.89,Desktop,YouTube Music
567,35-44,Female,France,Jazz,28.16,Tablet,Apple Music
568,45-54,Non-binary,India,Metal,16.96,Mobile,YouTube Music
569,55+,Female,India,Pop,27.28,Desktop,Amazon Music
570,55+,Other,Germany,Metal,17.69,Desktop,YouTube Music
571,45-54,Female,USA,Hip-Hop,15.05,Tablet,YouTube Music
572,45-54,Female,France,Hip-Hop,19.21,Desktop,Apple Music
573,25-34,Male,India,Metal,22.01,Mobile,Spotify
574,45-54,Male,Brazil,Metal,20.34,Tablet,Spotify
575,45-54,Male,USA,Classical,28.56,Desktop,Spotify
576,25-34,Female,Australia,Classical,22.51,Tablet,Spotify
577,25-34,Male,Japan,Metal,20.42,Desktop,Apple Music
578,18-24,Male,Canada,Rock,23.17,Mobile,Apple Music
579,35-44,Other,Germany,Country,20.15,Mobile,Amazon Music
580,35-44,Non-binary,France,Rock,19.27,Mobile,Amazon Music
581,35-44,Female,France,Classical,29.11,Mobile,YouTube Music
582,25-34,Male,Australia,Jazz,28.32,Mobile,Amazon Music
583,45-54,Female,Canada,Hip-Hop,27.26,Mobile,YouTube Music
584,25-34,Female,France,Rock,5.03,Tablet,YouTube Music
585,25-34,Non-binary,France,Classical,12.82,Desktop,YouTube Music
586,18-24,Other,USA,EDM,16.99,Mobile,Amazon Music
587,55+,Other,Japan,Rock,21.88,Mobile,YouTube Music
588,45-54,Female,India,Metal,23.77,Tablet,YouTube Music
589,55+,Female,India,Classical,12.16,Mobile,YouTube Music
590,18-24,Other,Canada,Metal,25.54,Desktop,Apple Music
591,45-54,Other,Australia,EDM,22.85,Tablet,YouTube Music
592,55+,Female,South Korea,Jazz,25.22,Desktop,Amazon Music
593,45-54,Non-binary,Brazil,Jazz,10.88,Mobile,Apple Music
594,18-24,Male,France,Country,25.05,Desktop,Apple Music
595,18-24,Male,South Korea,Rock,8.33,Mobile,Amazon Music
596,18-24,Female,Germany,Classical,13.88,Desktop,Amazon Music
597,35-44,Other,South Korea,EDM,9.09,Mobile,Apple Music
598,25-34,Female,Canada,Hip-Hop,19.01,Desktop,YouTube Music
599,55+,Male,Germany,Jazz,24.09,Tablet,Spotify
600,35-44,Other,France,Rock,10.45,Desktop,YouTube Music
601,18-24,Female,Germany,Metal,17.48,Desktop,Apple Music
602,25-34,Non-binary,France,Metal,14.5,Tablet,YouTube Music
603,18-24,Male,Germany,Rock,8.73,Desktop,Spotify
604,55+,Female,Japan,Country,20.31,Desktop,Spotify
605,55+,Non-binary,South Korea,Jazz,10.22,Desktop,Spotify
606,55+,Female,Brazil,EDM,18.23,Tablet,YouTube Music
607,25-34,Male,India,Pop,14.42,Mobile,Amazon Music
608,25-34,Other,Brazil,Rock,25.91,Tablet,Amazon Music
609,45-54,Non-binary,France,Country,20.43,Tablet,Spotify
610,35-44,Female,Canada,Country,17.37,Mobile,YouTube Music
611,35-44,Non-binary,Japan,EDM,9.51,Mobile,YouTube Music
612,25-34,Other,France,Rock,25.47,Desktop,YouTube Music
613,35-44,Male,France,Hip-Hop,19.0,Mobile,Apple Music
614,45-54,Other,UK,Hip-Hop,5.35,Tablet,YouTube Music
615,55+,Other,UK,Classical,16.77,Mobile,Spotify
616,18-24,Male,Japan,Country,15.39,Tablet,Amazon Music
617,18-24,Other,South Korea,Country,28.67,Mobile,Amazon Music
618,45-54,Non-binary,France,Rock,25.9,Mobile,Amazon Music
619,35-44,Non-binary,Japan,EDM,26.83,Desktop,YouTube Music
620,25-34,Male,Australia,Jazz,7.35,Mobile,Apple Music
621,25-34,Female,Brazil,EDM,20.34,Desktop,YouTube Music
622,18-24,Other,Canada,Jazz,29.14,Mobile,Amazon Music
623,35-44,Male,Canada,Classical,29.99,Tablet,Amazon Music
624,18-24,Other,UK,Classical,15.97,Desktop,YouTube Music
625,25-34,Female,India,Country,14.09,Mobile,YouTube Music
626,45-54,Female,Canada,Pop,5.6,Mobile,Spotify
627,25-34,Other,Brazil,Jazz,20.48,Desktop,Spotify
628,45-54,Female,Canada,Hip-Hop,25.44,Mobile,Amazon Music
629,45-54,Non-binary,South Korea,EDM,29.18,Tablet,Amazon Music
630,35-44,Male,USA,Jazz,10.7,Desktop,YouTube Music
631,18-24,Other,Germany,Pop,14.73,Tablet,Spotify
632,25-34,Other,UK,Rock,28.08,Tablet,YouTube Music
633,35-44,Other,India,Country,26.88,Desktop,Spotify
634,18-24,Female,France,Classical,29.58,Tablet,Apple Music
635,25-34,Male,Japan,Metal,22.71,Desktop,YouTube Music
636,25-34,Other,UK,Metal,18.55,Mobile,Amazon Music
637,18-24,Non-binary,Canada,Metal,27.1,Mobile,YouTube Music
638,25-34,Male,Brazil,Rock,5.46,Tablet,Apple Music
639,25-34,Non-binary,USA,Jazz,6.09,Mobile,Spotify
640,45-54,Male,Germany,Hip-Hop,21.23,Tablet,Amazon Music
641,55+,Other,Brazil,Metal,28.89,Tablet,Spotify
642,18-24,Other,India,Rock,27.98,Desktop,Apple Music
643,18-24,Male,Canada,Jazz,13.19,Tablet,YouTube Music
644,45-54,Female,Australia,Classical,29.65,Tablet,YouTube Music
645,25-34,Non-binary,Japan,EDM,10.4,Tablet,Amazon Music
646,55+,Non-binary,USA,Jazz,23.56,Desktop,Apple Music
647,45-54,Female,Australia,Country,24.95,Mobile,Spotify
648,18-24,Other,Australia,Jazz,19.17,Tablet,Amazon Music
649,45-54,Male,Germany,Rock,26.41,Desktop,Amazon Music
650,45-54,Female,India,Pop,20.75,Mobile,Apple Music
651,35-44,Male,Canada,Pop,21.4,Mobile,YouTube Music
652,45-54,Other,South Korea,Country,17.23,Tablet,YouTube Music
653,35-44,Other,India,Country,5.01,Mobile,Spotify
654,25-34,Other,Japan,Classical,18.23,Tablet,YouTube Music
655,35-44,Female,UK,Hip-Hop,26.37,Mobile,YouTube Music
656,45-54,Non-binary,Brazil,Classical,9.45,Desktop,Spotify
657,18-24,Other,USA,Jazz,24.99,Tablet,Amazon Music
658,55+,Female,Germany,Jazz,9.25,Tablet,YouTube Music
659,25-34,Other,UK,Metal,24.49,Tablet,YouTube Music
660,18-24,Other,Brazil,Metal,20.78,Mobile,Amazon Music
661,55+,Female,UK,Rock,27.29,Mobile,Spotify
662,55+,Other,Australia,EDM,8.21,Tablet,YouTube Music
663,45-54,Female,UK,Jazz,24.46,Tablet,Spotify
664,18-24,Male,Canada,EDM,26.73,Tablet,Amazon Music
665,18-24,Female,USA,Country,20.25,Tablet,YouTube Music
666,55+,Other,Australia,Country,22.02,Tablet,Amazon Music
667,55+,Non-binary,Australia,Hip-Hop,26.89,Desktop,Amazon Music
668,25-34,Non-binary,Japan,Jazz,28.98,Desktop,Amazon Music
669,45-54,Female,USA,Hip-Hop,16.15,Tablet,YouTube Music
670,45-54,Other,UK,EDM,13.47,Desktop,Spotify
671,55+,Female,Canada,Metal,5.14,Desktop,Amazon Music
672,25-34,Male,USA,Classical,16.84,Tablet,Apple Music
673,18-24,Non-binary,Japan,Rock,17.45,Mobile,Amazon Music
674,35-44,Male,France,Metal,17.32,Desktop,Spotify
675,25-34,Male,India,EDM,12.55,Tablet,Spotify
676,55+,Male,UK,Country,26.21,Desktop,Amazon Music
677,25-34,Other,France,Country,22.11,Desktop,Amazon Music
678,35-44,Male,Japan,Rock,25.62,Tablet,Spotify
679,18-24,Non-binary,Canada,Hip-Hop,23.88,Tablet,Apple Music
680,55+,Other,Australia,Pop,17.31,Tablet,Spotify
681,18-24,Non-binary,India,Pop,13.6,Desktop,Spotify
682,25-34,Female,Brazil,Jazz,17.24,Desktop,Spotify
683,55+,Male,France,Pop,15.73,Tablet,Apple Music
684,25-34,Non-binary,Brazil,Metal,29.95,Mobile,Apple Music
685,35-44,Male,Germany,EDM,26.06,Tablet,Apple Music
686,18-24,Other,France,Country,7.42,Mobile,Spotify
687,45-54,Other,South Korea,Pop,26.97,Tablet,Apple Music
688,45-54,Female,Germany,Jazz,29.28,Tablet,Amazon Music
689,35-44,Female,Australia,EDM,7.88,Desktop,Apple Music
690,25-34,Female,Australia,Rock,9.24,Mobile,Spotify
691,18-24,Male,Japan,Rock,19.67,Mobile,Amazon Music
692,55+,Non-binary,Germany,Metal,16.09,Mobile,Apple Music
693,35-44,Male,Japan,Metal,22.77,Mobile,Spotify
694,18-24,Other,Australia,Country,20.8,Mobile,Apple Music
695,25-34,Male,France,Jazz,6.9,Desktop,Apple Music
696,45-54,Non-binary,Canada,Hip-Hop,16.55,Mobile,Spotify
697,35-44,Male,India,Jazz,29.29,Mobile,Apple Music
698,18-24,Other,Japan,Hip-Hop,16.0,Mobile,Apple Music
699,35-44,Other,Germany,Hip-Hop,13.36,Tablet,Apple Music
700,18-24,Male,Australia,EDM,7.4,Tablet,Spotify
701,35-44,Other,UK,Classical,5.38,Mobile,Apple Music
702,45-54,Female,UK,Metal,6.55,Tablet,Spotify
703,55+,Male,Germany,Jazz,10.33,Mobile,YouTube Music
704,35-44,Non-binary,USA,Metal,27.91,Tablet,Amazon Music
705,45-54,Non-binary,France,Pop,22.63,Tablet,YouTube Music
706,45-54,Female,Japan,EDM,14.21,Desktop,Apple Music
707,45-54,Non-binary,Japan,EDM,15.79,Tablet,YouTube Music
708,18-24,Male,UK,EDM,23.27,Tablet,Spotify
709,55+,Female,USA,Pop,20.49,Mobile,YouTube Music
710,18-24,Male,South Korea,EDM,15.32,Tablet,YouTube Music
711,55+,Other,USA,Hip-Hop,26.96,Tablet,Apple Music
712,18-24,Male,Japan,Pop,9.8,Mobile,Apple Music
713,55+,Male,India,Pop,5.69,Desktop,Amazon Music
714,35-44,Non-binary,Germany,Jazz,5.94,Desktop,Amazon Music
715,55+,Female,India,Pop,21.18,Tablet,Spotify
716,45-54,Male,UK,Rock,7.84,Tablet,YouTube Music
717,25-34,Other,South Korea,Rock,25.0,Tablet,Spotify
718,35-44,Non-binary,UK,Classical,21.23,Mobile,Apple Music
719,45-54,Female,Canada,Hip-Hop,22.94,Mobile,YouTube Music
720,55+,Male,Australia,Rock,5.61,Tablet,Spotify
721,55+,Male,USA,Rock,5.66,Mobile,Amazon Music
722,35-44,Female,UK,Pop,20.21,Mobile,Apple Music
723,18-24,Male,USA,Metal,13.58,Mobile,Apple Music
724,25-34,Male,Brazil,Country,29.26,Desktop,YouTube Music
725,55+,Non-binary,India,Pop,7.77,Tablet,Spotify
726,45-54,Male,India,Jazz,26.26,Desktop,Apple Music
727,18-24,Non-binary,France,EDM,18.54,Tablet,YouTube Music
728,35-44,Non-binary,India,Classical,17.88,Desktop,Amazon Music
729,18-24,Male,South Korea,Classical,28.32,Desktop,YouTube Music
730,35-44,Non-binary,UK,EDM,21.98,Tablet,Spotify
731,45-54,Other,UK,Jazz,12.8,Tablet,YouTube Music
732,18-24,Non-binary,UK,Country,16.38,Mobile,Apple Music
733,35-44,Male,Canada,Classical,25.85,Desktop,Amazon Music
734,45-54,Female,Australia,EDM,9.12,Mobile,Amazon Music
735,55+,Female,Canada,Pop,22.93,Desktop,Apple Music
736,35-44,Female,Japan,Jazz,14.8,Desktop,Apple Music
737,18-24,Male,UK,Pop,6.46,Desktop,Apple Music
738,45-54,Female,Australia,Rock,7.4,Desktop,Spotify
739,55+,Other,Brazil,Pop,23.19,Tablet,Apple Music
740,18-24,Non-binary,Australia,Rock,26.4,Mobile,Amazon Music
741,45-54,Male,Germany,Rock,8.98,Desktop,Spotify
742,55+,Female,Australia,Hip-Hop,26.98,Desktop,YouTube Music
743,45-54,Female,India,Classical,24.99,Desktop,Apple Music
744,25-34,Non-binary,India,Hip-Hop,15.36,Tablet,Amazon Music
745,55+,Female,Australia,Hip-Hop,26.88,Tablet,YouTube Music
746,55+,Male,India,Jazz,17.26,Mobile,Apple Music
747,35-44,Male,USA,Rock,19.43,Desktop,Apple Music
748,55+,Non-binary,Australia,Classical,24.14,Tablet,Spotify
749,18-24,Non-binary,USA,Hip-Hop,18.39,Mobile,Amazon Music
750,25-34,Male,USA,Classical,15.26,Mobile,YouTube Music
751,45-54,Male,Australia,Metal,28.75,Tablet,Spotify
752,55+,Non-binary,Canada,Jazz,13.87,Tablet,Amazon Music
753,18-24,Female,Brazil,Classical,8.6,Desktop,Spotify
754,25-34,Other,Japan,Rock,8.91,Tablet,Spotify
755,35-44,Non-binary,Australia,Metal,14.83,Tablet,Apple Music
756,25-34,Male,Canada,EDM,27.84,Desktop,YouTube Music
757,55+,Non-binary,Canada,Pop,11.74,Mobile,YouTube Music
758,25-34,Non-binary,Brazil,Metal,13.08,Tablet,Apple Music
759,45-54,Female,USA,Hip-Hop,8.38,Tablet,Spotify
760,35-44,Other,Germany,Classical,23.71,Mobile,Amazon Music
761,18-24,Female,South Korea,Rock,13.57,Desktop,Amazon Music
762,35-44,Non-binary,Brazil,Pop,13.17,Mobile,Apple Music
763,25-34,Other,Germany,Pop,14.67,Tablet,Amazon Music
764,18-24,Female,India,Hip-Hop,29.25,Mobile,Amazon Music
765,55+,Non-binary,France,EDM,13.27,Desktop,Apple Music
766,25-34,Female,France,Country,6.35,Tablet,Amazon Music
767,35-44,Other,South Korea,Rock,23.47,Mobile,Spotify
768,18-24,Male,UK,Pop,16.99,Tablet,Spotify
769,25-34,Female,Australia,Metal,29.31,Desktop,YouTube Music
770,25-34,Male,Brazil,EDM,17.51,Mobile,YouTube Music
771,55+,Female,USA,EDM,22.13,Desktop,Amazon Music
772,45-54,Male,Canada,EDM,6.93,Desktop,Amazon Music
773,45-54,Female,Germany,Metal,20.13,Mobile,Spotify
774,45-54,Other,Brazil,Metal,29.68,Tablet,Spotify
775,18-24,Male,Japan,EDM,24.3,Mobile,YouTube Music
776,25-34,Other,South Korea,Metal,8.08,Tablet,YouTube Music
777,45-54,Non-binary,UK,Metal,14.27,Tablet,YouTube Music
778,35-44,Non-binary,Canada,EDM,21.96,Tablet,Apple Music
779,45-54,Male,USA,EDM,6.57,Tablet,YouTube Music
780,55+,Female,South Korea,Country,23.57,Mobile,Spotify
781,35-44,Female,USA,Jazz,21.18,Mobile,Spotify
782,55+,Female,Canada,Classical,27.0,Mobile,Spotify
783,25-34,Non-binary,India,EDM,19.52,Tablet,Apple Music
784,45-54,Female,South Korea,Pop,26.08,Desktop,Amazon Music
785,25-34,Female,UK,Metal,12.9,Desktop,YouTube Music
786,25-34,Non-binary,South Korea,Pop,19.44,Desktop,YouTube Music
787,55+,Other,Japan,EDM,11.94,Mobile,Apple Music
788,18-24,Other,France,Rock,15.12,Mobile,YouTube Music
789,45-54,Non-binary,Australia,Hip-Hop,6.14,Mobile,Apple Music
790,55+,Non-binary,France,Jazz,19.42,Tablet,Amazon Music
791,55+,Female,Brazil,Country,11.52,Desktop,Apple Music
792,45-54,Other,Brazil,Metal,28.62,Tablet,YouTube Music
793,25-34,Other,USA,Hip-Hop,16.01,Desktop,Amazon Music
794,45-54,Non-binary,UK,Pop,7.32,Mobile,YouTube Music
795,55+,Other,Brazil,Jazz,17.43,Desktop,Apple Music
796,18-24,Female,Canada,Rock,27.89,Tablet,Apple Music
797,55+,Other,Brazil,Country,21.19,Desktop,Apple Music
798,18-24,Non-binary,South Korea,Hip-Hop,15.46,Mobile,Spotify
799,45-54,Non-binary,UK,Metal,6.6,Mobile,Apple Music
800,45-54,Non-binary,Japan,EDM,11.26,Desktop,Amazon Music
801,55+,Male,Brazil,Hip-Hop,7.01,Mobile,YouTube Music
802,45-54,Other,Japan,Country,22.83,Mobile,Amazon Music
803,55+,Male,France,Rock,11.69,Mobile,YouTube Music
804,35-44,Male,Brazil,Jazz,7.02,Mobile,YouTube Music
805,18-24,Other,France,Metal,29.18,Tablet,Amazon Music
806,25-34,Male,Canada,Country,18.18,Desktop,Spotify
807,35-44,Non-binary,Germany,Classical,27.82,Desktop,YouTube Music
808,55+,Non-binary,Japan,Hip-Hop,22.29,Tablet,Amazon Music
809,55+,Female,USA,Hip-Hop,13.65,Mobile,Amazon Music
810,25-34,Male,UK,Hip-Hop,27.3,Tablet,Apple Music
811,55+,Male,Japan,Rock,17.22,Mobile,YouTube Music
812,55+,Male,USA,Hip-Hop,26.21,Desktop,Amazon Music
813,25-34,Other,South Korea,Classical,22.3,Mobile,YouTube Music
814,25-34,Other,UK,Hip-Hop,11.62,Mobile,Amazon Music
815,35-44,Male,UK,Metal,18.14,Tablet,Apple Music
816,55+,Other,South Korea,Rock,8.75,Tablet,Apple Music
817,18-24,Non-binary,Germany,Rock,10.43,Desktop,Spotify
818,18-24,Other,France,Classical,11.2,Desktop,Apple Music
819,25-34,Non-binary,Germany,EDM,12.98,Desktop,Apple Music
820,35-44,Female,USA,EDM,12.4,Mobile,Amazon Music
821,45-54,Other,USA,Jazz,20.41,Tablet,Amazon Music
